Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,64.0,Personal Travel,Eco,,3,5,3,3,5,3,,,3,5,5,3,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,2,4,4,4,2,1,,2.0,2,2,2,2,2,,,10.0,neutral or dissatisfied
Male,Loyal Customer,35.0,,Eco,,2,1,1,1,2,2,,,3,3,4,2,3,2.0,82.0,74.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,,2,2,2,3,2,2,,,3,3,3,1,3,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,2277.0,4,5,5,5,4,4,,,5,3,3,1,1,4.0,,0.0,satisfied
Female,disloyal Customer,20.0,Business travel,Business,,5,0,5,4,1,5,1.0,,4,4,5,4,4,,,116.0,satisfied
Male,disloyal Customer,20.0,,Eco,,4,4,4,4,3,4,3.0,,5,5,4,5,4,,,0.0,satisfied
Male,Loyal Customer,32.0,,Business,,0,1,1,4,3,3,,,5,2,5,5,5,,0.0,0.0,satisfied
Male,Loyal Customer,50.0,,Eco,,4,2,5,5,3,4,,,4,4,5,5,3,3.0,,0.0,satisfied
Male,Loyal Customer,69.0,Personal Travel,Eco Plus,,3,3,2,4,2,2,2.0,,4,5,2,2,3,2.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Eco Plus,574.0,4,4,4,4,4,4,4.0,4.0,5,4,4,1,4,,,5.0,satisfied
Male,Loyal Customer,,Business travel,Business,,3,3,3,3,4,4,,,4,2,5,5,5,,25.0,50.0,satisfied
Female,Loyal Customer,,,Business,2046.0,2,2,2,2,5,4,,,4,4,4,3,4,3.0,0.0,0.0,satisfied
Male,disloyal Customer,25.0,,Eco,370.0,3,0,3,2,3,3,,,5,5,1,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,3,2,2,2,3,3,,,2,4,3,4,3,,,2.0,neutral or dissatisfied
Male,Loyal Customer,33.0,,Eco,,1,4,1,3,2,1,,2.0,4,4,4,5,4,,12.0,16.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,,3,4,3,4,2,4,5.0,,4,3,2,3,4,3.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,,2,2,2,2,2,2,2.0,,2,3,3,2,2,,,133.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Eco,,5,3,5,3,3,5,3.0,,2,5,4,3,3,,0.0,0.0,satisfied
Male,Loyal Customer,,,Business,,1,1,2,1,5,5,,,4,4,4,5,4,5.0,,0.0,satisfied
Female,Loyal Customer,65.0,,Eco,,0,4,0,2,5,4,4.0,,4,0,4,5,4,3.0,,0.0,satisfied
Male,disloyal Customer,,Business travel,Business,1020.0,3,3,3,3,2,3,,,5,4,5,5,5,2.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,66.0,Personal Travel,Eco,2586.0,2,4,2,3,2,2,,,5,3,4,2,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,39.0,,Eco,,1,4,2,4,4,2,,,5,5,4,4,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,9.0,Personal Travel,Eco,452.0,4,5,4,3,2,4,,,2,3,3,5,3,,0.0,0.0,satisfied
Male,Loyal Customer,,,Eco,,2,5,2,3,1,2,1.0,1.0,5,4,4,3,1,,,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Business,,2,2,2,4,3,2,3.0,,5,2,4,5,4,,,9.0,neutral or dissatisfied
Male,Loyal Customer,33.0,Personal Travel,Eco Plus,,2,3,2,3,2,2,,,3,1,4,4,3,2.0,31.0,36.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,101.0,3,3,4,3,5,1,,,4,4,4,4,4,3.0,,0.0,satisfied
Female,Loyal Customer,54.0,,Business,,1,1,1,1,4,5,,,4,4,4,3,4,5.0,,0.0,satisfied
Female,Loyal Customer,,,Eco Plus,1224.0,2,4,2,1,5,2,3.0,,1,2,1,4,1,,,0.0,neutral or dissatisfied
Female,Loyal Customer,27.0,Business travel,Business,,1,0,0,3,4,0,3.0,4.0,2,3,3,1,2,,,10.0,neutral or dissatisfied
Male,Loyal Customer,29.0,Business travel,Business,,4,4,4,4,5,5,5.0,,3,4,5,4,4,,,0.0,satisfied
Male,Loyal Customer,23.0,,Business,3111.0,2,2,2,2,4,4,4.0,,2,5,3,5,1,4.0,8.0,5.0,satisfied
Male,Loyal Customer,,Business travel,Business,,4,4,4,4,5,5,,,5,5,4,3,5,,0.0,6.0,satisfied
Female,Loyal Customer,46.0,Personal Travel,Eco,541.0,3,4,3,2,3,5,4.0,,1,3,1,5,1,,0.0,1.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Eco,651.0,3,3,3,3,2,3,2.0,,4,1,2,4,3,2.0,,43.0,neutral or dissatisfied
Female,Loyal Customer,29.0,,Business,,5,5,4,5,4,4,4.0,,3,3,4,4,4,,41.0,26.0,satisfied
Female,Loyal Customer,,,Eco,,4,3,5,3,4,3,,,1,5,4,1,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,175.0,2,4,0,1,0,4,,,3,5,4,4,4,4.0,,169.0,neutral or dissatisfied
Male,Loyal Customer,59.0,Business travel,Business,,0,4,0,3,2,1,1.0,,2,2,2,3,2,4.0,0.0,0.0,satisfied
Female,Loyal Customer,35.0,,Business,2176.0,3,3,4,3,2,5,5.0,,4,4,4,5,4,,,16.0,satisfied
Female,Loyal Customer,,,Business,1543.0,4,4,4,4,3,4,,,4,4,4,2,4,,,0.0,satisfied
Male,Loyal Customer,24.0,Personal Travel,Eco,,3,5,3,3,1,3,,1.0,3,2,4,5,5,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,47.0,Business travel,Business,,2,2,2,2,4,5,5.0,4.0,4,4,4,5,4,4.0,,0.0,satisfied
Female,Loyal Customer,27.0,,Business,,1,4,3,3,1,1,,1.0,4,4,3,4,4,1.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,38.0,Personal Travel,Eco,,2,5,3,3,3,3,3.0,,3,4,5,4,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,67.0,1,5,1,2,4,5,5.0,,3,1,3,1,3,4.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,27.0,Personal Travel,Eco,604.0,0,5,0,1,0,3,,,5,4,5,3,5,3.0,,175.0,satisfied
Male,Loyal Customer,,,Eco,,4,0,4,3,5,4,,,2,4,4,3,4,,,1.0,neutral or dissatisfied
Female,Loyal Customer,42.0,,Eco,,4,5,4,3,5,5,,,5,4,5,2,5,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26.0,,Business,,4,4,4,4,4,4,,4.0,4,5,3,1,5,,,0.0,satisfied
Male,Loyal Customer,,,Eco,351.0,2,1,1,1,2,2,2.0,,4,5,3,2,3,2.0,,10.0,neutral or dissatisfied
Male,disloyal Customer,26.0,Business travel,Business,,3,3,3,1,3,3,,,3,3,5,4,5,3.0,,2.0,neutral or dissatisfied
Female,Loyal Customer,42.0,,Eco Plus,646.0,2,5,5,5,2,3,,,2,2,2,4,2,4.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,23.0,Business travel,Business,855.0,5,0,5,3,5,5,,,4,4,5,3,5,5.0,,18.0,satisfied
Female,Loyal Customer,26.0,,Business,109.0,1,2,1,3,5,1,,5.0,1,3,4,2,4,5.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,37.0,Personal Travel,Eco,264.0,1,1,1,3,2,1,,,2,4,2,2,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,52.0,,Eco,515.0,5,2,2,2,4,2,3.0,,5,5,5,3,5,5.0,,6.0,satisfied
Male,Loyal Customer,,,Eco Plus,,2,4,2,5,4,2,,,5,2,4,5,3,,11.0,6.0,neutral or dissatisfied
Female,Loyal Customer,59.0,Business travel,Business,,2,2,2,2,4,4,,,5,5,5,3,5,,0.0,0.0,satisfied
Female,disloyal Customer,23.0,Business travel,Eco,387.0,2,0,2,2,3,2,,,3,3,3,5,3,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Eco,140.0,3,2,3,4,3,3,,,4,2,3,1,4,3.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,23.0,Business travel,Eco,,3,3,3,3,5,3,5.0,,4,2,4,3,4,5.0,0.0,13.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,3,3,3,3,5,2,1.0,,5,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,46.0,,Business,,5,5,5,5,5,4,,,2,2,2,4,2,,,0.0,satisfied
Female,Loyal Customer,59.0,,Eco,,3,1,4,4,1,4,3.0,,5,4,5,2,5,4.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,5,1,1,1,1,4,,,5,5,5,2,5,4.0,0.0,0.0,satisfied
Female,Loyal Customer,7.0,Personal Travel,Eco,653.0,3,0,3,3,2,3,2.0,,5,4,5,5,4,2.0,,44.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Business,,3,4,4,5,3,4,,3.0,3,4,5,4,4,3.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,4,5,4,2,1,4,,1.0,4,2,4,4,5,,18.0,9.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,5,5,4,5,2,4,,,5,5,5,3,5,3.0,,0.0,satisfied
Female,disloyal Customer,24.0,Business travel,Eco,,3,0,3,5,3,3,3.0,,3,4,3,5,2,3.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,3139.0,2,2,2,2,5,5,,,2,2,2,1,5,,,26.0,satisfied
Female,Loyal Customer,,Business travel,Eco Plus,,1,3,3,3,3,2,4.0,,1,1,1,2,1,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,5,5,5,5,4,4,4.0,,4,2,1,2,3,4.0,0.0,0.0,satisfied
Female,disloyal Customer,39.0,Business travel,Business,,4,4,4,4,4,4,2.0,,2,5,3,4,2,4.0,,0.0,satisfied
Male,Loyal Customer,,Business travel,Eco,,4,5,5,5,4,4,,,2,2,2,1,3,,,1.0,satisfied
Male,Loyal Customer,56.0,Business travel,Business,,4,4,4,4,2,4,5.0,,4,4,4,5,4,4.0,,21.0,satisfied
Male,Loyal Customer,21.0,,Business,3874.0,2,2,5,2,4,4,,,4,4,4,3,4,,,20.0,satisfied
Male,Loyal Customer,23.0,,Business,,3,3,3,3,5,5,4.0,,5,3,4,4,4,5.0,1.0,5.0,satisfied
Male,Loyal Customer,,Business travel,Business,1846.0,4,4,4,4,5,5,,,4,4,4,5,4,,4.0,0.0,satisfied
Female,Loyal Customer,31.0,,Eco,2475.0,2,4,2,3,2,2,2.0,,3,5,5,2,4,,,6.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,1,2,4,4,2,3,,,1,1,1,4,1,,0.0,7.0,neutral or dissatisfied
Female,Loyal Customer,54.0,,Business,,2,2,2,2,2,5,4.0,,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,48.0,,Business,,4,4,4,4,2,4,5.0,,5,5,5,3,5,,,0.0,satisfied
Male,Loyal Customer,46.0,Business travel,Business,,5,4,5,5,2,5,,,5,5,5,5,5,,,38.0,satisfied
Female,Loyal Customer,,Business travel,Business,602.0,3,3,4,3,2,4,,,4,4,4,5,4,5.0,0.0,0.0,satisfied
Male,Loyal Customer,16.0,Personal Travel,Eco,,1,4,4,3,5,4,,,3,3,5,4,4,,0.0,10.0,neutral or dissatisfied
Female,Loyal Customer,14.0,,Eco,77.0,3,4,0,4,5,0,,5.0,5,3,4,4,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,1,1,1,1,3,5,5.0,,5,5,5,5,5,,,0.0,satisfied
Male,Loyal Customer,,,Eco,174.0,3,4,3,4,3,3,,,3,3,5,4,5,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,3,3,3,3,2,3,5.0,,3,4,4,2,3,1.0,0.0,0.0,satisfied
Male,Loyal Customer,38.0,Personal Travel,Eco,,3,4,3,1,2,3,2.0,2.0,4,2,5,3,5,,11.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,2,3,3,3,3,3,4.0,,2,2,2,2,2,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,52.0,,Eco Plus,,3,5,3,1,3,4,,,3,3,3,5,3,,,124.0,neutral or dissatisfied
Female,Loyal Customer,66.0,,Business,,2,3,3,3,4,4,,2.0,2,2,2,4,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,46.0,Business travel,Business,,3,3,3,3,3,5,5.0,,4,4,4,4,4,3.0,0.0,0.0,satisfied
Male,Loyal Customer,51.0,,Eco,,4,1,1,1,4,4,4.0,,5,3,2,1,3,,,0.0,satisfied
Male,disloyal Customer,,,Business,,0,0,0,1,4,0,,4.0,4,4,4,3,4,,,0.0,satisfied
Male,disloyal Customer,,Business travel,Business,,4,5,5,2,4,5,,,5,2,4,5,5,,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,3581.0,5,5,5,5,3,1,1.0,,5,5,5,4,5,,,0.0,satisfied
Male,Loyal Customer,10.0,,Eco,604.0,4,5,4,3,2,4,,2.0,4,2,5,3,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43.0,Business travel,Business,481.0,5,5,5,5,4,5,5.0,,5,5,5,3,5,,,52.0,satisfied
Female,Loyal Customer,,Business travel,Business,,5,5,5,5,4,4,,,5,5,5,5,5,4.0,,3.0,satisfied
Male,Loyal Customer,48.0,Business travel,Business,,3,3,3,3,2,3,4.0,,5,5,5,4,5,3.0,,0.0,satisfied
Female,Loyal Customer,45.0,Business travel,Business,,3,3,3,3,5,5,,,2,3,2,3,2,,,0.0,satisfied
Male,Loyal Customer,58.0,Business travel,Business,,1,1,1,1,5,4,5.0,,5,5,5,5,5,,,0.0,satisfied
Female,Loyal Customer,41.0,,Business,,3,3,3,3,4,5,,4.0,4,4,4,4,4,,30.0,40.0,satisfied
Male,Loyal Customer,16.0,Business travel,Business,3963.0,1,1,1,1,4,4,,,3,2,5,5,4,,3.0,3.0,satisfied
Male,Loyal Customer,,Business travel,Business,2671.0,2,2,2,2,3,5,5.0,,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,44.0,Business travel,Business,239.0,3,3,4,3,5,5,,,5,5,5,3,5,5.0,1.0,0.0,satisfied
Male,disloyal Customer,,Business travel,Eco,984.0,3,3,3,4,2,3,,,4,2,4,3,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,45.0,Business travel,Business,624.0,5,5,5,5,4,4,5.0,,3,3,3,5,3,3.0,75.0,75.0,satisfied
Female,Loyal Customer,,,Business,,5,5,5,5,5,5,5.0,,4,4,4,3,4,,0.0,0.0,satisfied
Male,Loyal Customer,58.0,Business travel,Eco,,3,1,1,1,3,3,,,3,1,2,1,2,,,0.0,neutral or dissatisfied
Male,Loyal Customer,51.0,Business travel,Business,,3,3,3,3,2,5,,,5,5,5,5,5,4.0,0.0,0.0,satisfied
Female,Loyal Customer,,,Business,,4,4,4,4,3,5,4.0,,4,4,5,5,4,3.0,,0.0,satisfied
Male,Loyal Customer,55.0,Business travel,Eco Plus,,5,4,4,4,5,5,5.0,,2,4,5,4,3,,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,2,3,3,3,5,3,,,2,2,2,1,2,2.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,16.0,Personal Travel,Eco,160.0,2,4,2,3,3,2,3.0,,3,4,4,1,4,,,17.0,neutral or dissatisfied
Female,disloyal Customer,,Business travel,Business,,3,3,3,4,2,3,,,5,2,4,4,4,,10.0,8.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,588.0,3,4,4,4,3,4,3.0,,3,3,3,4,3,1.0,,54.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,338.0,4,4,4,4,3,4,5.0,,4,4,4,3,4,,0.0,0.0,satisfied
Female,disloyal Customer,24.0,,Eco,1303.0,5,5,5,4,5,5,,,3,3,4,4,5,5.0,,0.0,satisfied
Female,Loyal Customer,41.0,Personal Travel,Eco,,5,2,5,3,3,5,,,4,4,3,1,3,3.0,,0.0,satisfied
Male,Loyal Customer,26.0,,Business,1541.0,2,4,4,4,2,2,2.0,,3,4,4,3,3,2.0,,,neutral or dissatisfied
Female,Loyal Customer,45.0,Business travel,Business,,1,3,2,2,1,3,4.0,,1,1,1,1,1,2.0,,7.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,5,5,5,5,5,5,,,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,77.0,,Eco Plus,,4,5,5,5,4,4,4.0,,4,5,3,1,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,1,4,1,4,1,3,,,4,1,4,3,4,,,21.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,5,5,5,4,3,5,3.0,,5,2,5,3,4,,0.0,3.0,satisfied
Female,Loyal Customer,,,Eco,,2,5,2,3,4,2,1.0,,3,2,4,4,5,,8.0,9.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,4,4,4,4,2,4,,,4,4,4,3,4,4.0,,0.0,satisfied
Male,Loyal Customer,27.0,Personal Travel,Eco,354.0,4,1,4,1,3,4,1.0,,1,4,1,2,2,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,248.0,2,5,2,5,5,2,,,3,2,5,5,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,3,1,1,1,5,3,,3.0,3,3,3,1,3,,,2.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,2,2,3,2,2,3,,,5,5,5,2,5,2.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,5,5,3,5,5,5,4.0,,2,2,2,5,2,3.0,,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,102.0,0,4,0,4,1,0,1.0,,4,4,4,5,5,,,0.0,satisfied
Female,disloyal Customer,,Business travel,Business,,2,2,2,3,1,2,,,3,2,5,5,5,,,0.0,neutral or dissatisfied
Female,disloyal Customer,20.0,,Eco,,1,1,1,3,5,1,2.0,,4,4,5,3,4,5.0,2.0,0.0,neutral or dissatisfied
Male,disloyal Customer,28.0,,Business,,1,1,1,1,2,1,,,4,3,4,3,4,,0.0,7.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,5,5,5,1,5,5,,,3,2,5,5,5,5.0,,3.0,satisfied
Male,Loyal Customer,63.0,Personal Travel,Eco,,2,4,2,3,3,2,,,4,5,4,3,3,,0.0,2.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco Plus,,3,4,3,4,5,3,5.0,5.0,3,5,5,3,4,5.0,18.0,19.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Personal Travel,Business,,1,5,1,3,1,3,,5.0,3,5,5,3,5,,,192.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,1,2,0,3,2,0,,,3,1,3,4,4,,0.0,5.0,neutral or dissatisfied
Male,Loyal Customer,31.0,Business travel,Business,,2,2,4,2,3,4,,,5,5,5,5,5,,,0.0,satisfied
Female,Loyal Customer,,,Eco Plus,575.0,1,4,4,4,2,3,4.0,2.0,2,1,2,2,2,,14.0,16.0,neutral or dissatisfied
Female,Loyal Customer,58.0,Business travel,Business,,1,1,1,1,4,4,,3.0,3,4,3,5,3,,0.0,0.0,satisfied
Female,Loyal Customer,,,Eco,,1,5,1,2,3,5,,,3,1,3,3,3,2.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,69.0,,Eco,,4,4,4,4,2,5,5.0,,1,4,1,5,1,,,3.0,neutral or dissatisfied
Male,Loyal Customer,60.0,Business travel,Business,,3,3,3,3,4,4,5.0,,5,5,5,3,5,,,0.0,satisfied
Female,disloyal Customer,28.0,Business travel,Eco,,1,1,1,3,1,1,,,1,4,3,3,2,3.0,,13.0,neutral or dissatisfied
Male,disloyal Customer,,,Eco,666.0,2,1,1,4,2,1,,2.0,2,2,4,1,3,,,27.0,neutral or dissatisfied
Male,Loyal Customer,30.0,Business travel,Eco Plus,,4,1,1,1,4,4,,,3,5,3,2,2,4.0,,52.0,neutral or dissatisfied
Male,Loyal Customer,46.0,Personal Travel,Eco,,5,4,5,4,5,5,,,4,1,3,2,3,5.0,,0.0,satisfied
Male,Loyal Customer,31.0,,Business,,2,1,1,1,2,2,,,1,3,3,1,3,,14.0,6.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,4,4,3,4,4,5,,,4,4,4,5,4,5.0,,34.0,satisfied
Male,disloyal Customer,,Business travel,Eco,,4,0,4,1,3,4,3.0,,4,4,5,4,5,,,0.0,neutral or dissatisfied
Female,disloyal Customer,54.0,Business travel,Eco,,1,2,1,1,2,1,2.0,,1,4,1,2,2,,5.0,13.0,neutral or dissatisfied
Male,disloyal Customer,26.0,Business travel,Business,,2,2,2,3,2,4,4.0,,2,5,4,4,3,,,285.0,neutral or dissatisfied
Male,Loyal Customer,63.0,Business travel,Business,2227.0,3,4,4,4,2,4,3.0,,3,3,3,2,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,11.0,Personal Travel,Business,,3,4,3,4,3,3,,,5,2,3,3,3,3.0,,8.0,neutral or dissatisfied
Male,Loyal Customer,20.0,Business travel,Business,404.0,1,3,3,3,1,2,1.0,,1,5,4,2,3,,,46.0,neutral or dissatisfied
Female,Loyal Customer,40.0,Business travel,Business,,1,1,1,1,3,3,,,5,5,5,5,5,,,0.0,satisfied
Male,Loyal Customer,,Business travel,Eco,321.0,3,2,2,2,3,3,,,2,2,1,2,3,,0.0,0.0,satisfied
Male,Loyal Customer,41.0,Business travel,Business,184.0,3,4,3,3,3,4,,,5,5,4,2,5,,0.0,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Business,,3,5,3,3,2,3,,,3,4,4,4,4,,4.0,0.0,neutral or dissatisfied
Female,Loyal Customer,13.0,,Eco Plus,1506.0,3,2,3,4,1,3,,,4,1,4,3,3,,,5.0,neutral or dissatisfied
Female,Loyal Customer,22.0,,Eco,223.0,3,4,3,1,5,3,3.0,,5,5,5,4,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,4,4,3,4,5,5,,,1,2,5,5,4,5.0,,0.0,satisfied
Male,Loyal Customer,60.0,,Eco Plus,,3,5,3,2,2,3,5.0,,3,3,5,4,4,,30.0,20.0,neutral or dissatisfied
Male,disloyal Customer,26.0,Business travel,Eco,612.0,3,0,3,3,2,3,,,2,1,3,2,2,2.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,1,1,1,1,5,4,,,4,4,4,4,4,,,8.0,satisfied
Male,disloyal Customer,38.0,Business travel,Business,1121.0,4,4,4,4,3,4,3.0,,3,4,4,3,4,3.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Eco,,4,3,3,3,4,4,3.0,,2,1,3,1,3,,104.0,114.0,neutral or dissatisfied
Male,Loyal Customer,7.0,Personal Travel,Eco,,2,1,2,3,4,2,4.0,,3,2,3,2,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,57.0,,Business,1766.0,5,5,3,5,4,5,5.0,,5,5,5,3,5,3.0,,37.0,satisfied
Female,Loyal Customer,72.0,,Eco Plus,,1,1,1,1,2,3,3.0,,1,1,1,1,1,,4.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26.0,Business travel,Business,2161.0,5,4,4,4,5,4,,,3,2,4,2,3,5.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,4,2,5,2,2,4,,4.0,4,4,4,1,4,4.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,48.0,,Business,,5,5,2,5,4,3,4.0,,4,4,4,3,4,4.0,,0.0,satisfied
Male,Loyal Customer,,,Eco,,1,4,1,3,2,1,,,5,3,4,5,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,55.0,,Eco,1608.0,2,2,2,4,2,3,4.0,,5,2,5,3,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,1,5,1,1,1,3,,,5,5,5,4,5,,0.0,0.0,satisfied
Female,Loyal Customer,,Business travel,Eco,,3,2,2,2,1,1,,,3,3,3,2,3,2.0,,0.0,satisfied
Male,Loyal Customer,19.0,Business travel,Business,1747.0,4,4,4,4,5,5,5.0,,5,2,5,1,2,,,55.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,551.0,3,5,3,5,3,1,2.0,,3,3,3,3,3,,97.0,95.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco Plus,,3,4,4,4,2,4,2.0,,3,3,5,5,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,25.0,Business travel,Eco Plus,,4,4,4,4,4,4,,,1,4,4,4,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,37.0,,Eco,,2,3,2,3,5,2,5.0,,2,1,4,4,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,33.0,Business travel,Business,,5,5,5,5,4,4,4.0,,5,3,4,5,5,4.0,3.0,0.0,satisfied
Female,Loyal Customer,63.0,,Eco,738.0,2,4,2,1,3,4,,,4,2,4,4,4,5.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Business,601.0,4,0,4,4,1,4,,,5,4,5,4,4,,,0.0,satisfied
Male,Loyal Customer,22.0,,Eco,1197.0,5,4,5,1,2,5,1.0,,3,2,5,4,5,,0.0,0.0,satisfied
Male,disloyal Customer,48.0,,Business,,5,5,5,2,5,5,,,4,5,5,5,4,,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,0,0,0,4,1,1,,,4,5,4,1,4,,44.0,150.0,satisfied
Male,Loyal Customer,60.0,,Business,,3,4,4,4,1,3,,,3,3,3,3,3,,,47.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,2,5,2,4,1,2,,,3,2,4,5,4,1.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,46.0,Business travel,Eco Plus,432.0,2,2,2,2,2,2,2.0,,3,5,4,1,4,,,47.0,neutral or dissatisfied
Male,Loyal Customer,52.0,,Business,,2,1,2,2,5,5,5.0,,5,5,5,5,5,,0.0,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,,3,3,3,1,5,1,,,2,3,1,3,2,,,10.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,1,4,4,4,1,2,,,4,1,3,1,4,1.0,6.0,7.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,1,1,1,3,3,1,,,3,5,2,4,3,3.0,58.0,37.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,2556.0,2,5,2,3,3,3,,,1,2,1,5,1,3.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,3683.0,3,3,5,3,1,4,2.0,,4,4,3,3,4,,,0.0,satisfied
Female,Loyal Customer,44.0,Business travel,Business,,3,3,3,3,5,5,4.0,,4,4,4,3,4,5.0,0.0,0.0,satisfied
Male,Loyal Customer,12.0,,Eco,,4,4,4,5,1,4,1.0,,4,4,5,4,5,1.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,17.0,,Business,160.0,1,5,1,4,1,1,,,3,4,4,3,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,45.0,,Eco,,4,4,4,4,4,4,,,4,1,2,3,2,4.0,0.0,0.0,satisfied
